taxonomy,id,link,text
Cultural Studies///Special Topics (Cultural Studies)///Culture / Canon Wars///National Association of Scholars   (NAS),info3534,http://www.nas.org/philosophy/logos.htm,"The Undergrowth of Philosophy (""containing all that is wacky, preposterous, and just plain silly in contemporary philosophy"")"
Cultural Studies///Special Topics (Cultural Studies)///Culture / Canon Wars,info3539,http://miavx1.muohio.edu/~mandellc/update/canon.htm,"Romantic Canons: A Bibliography (and an Argument) (""contains an annotated list of critical and theoretical works about the activity of canonizing as it arose during the Romantic Era""; argues in annotations to the bibliography that canonicity as a concept is definitively 'Romantic.' &"
Cultural Studies///Special Topics (Cultural Studies)///Culture / Canon Wars///Romantic   Circles: Anthologies Page,info3540,http://www.rc.umd.edu/reference/anthologies/anthologies.html,"Homepage (provides ""comprehensive list of all the major anthologies currently available for the study of Romantic literature, tables of content for those anthologies, supplementary anthologies that assist the study of Romantic literature, and errata for"
Cultural Studies///Special Topics (Cultural Studies)///Culture / Canon Wars///Romantic   Circles: Anthologies Page,info3535,browse.asp%3Fid=2709.html,Selected Resources:
Cultural Studies///Special Topics (Cultural Studies)///Culture / Canon Wars///Romantic   Circles: Anthologies Page,info3513,http://www.rc.umd.edu/reference/anthologies/discqu.htm,Discussion of Anthologies
Cultural Studies///Special Topics (Cultural Studies)///Culture / Canon Wars///Romantic   Circles: Anthologies Page,info3512,http://www.rc.umd.edu/reference/anthologies/apmajor.htm,Major Anthologies of the Romantic Period
Cultural Studies///Special Topics (Cultural Studies)///Culture / Canon Wars,info3542,http://www.rci.rutgers.edu/~wcd/rutlist.htm,"The ""Rutgers Reading List"" (an attempt by a Rutgers professer to remember the shape of the ""classic"" or ""traditional"" English literature major by ""reconstructing the English comprehensive reading list used at one eastern liberal arts college [Dartmout"
Cultural Studies///Special Topics (Cultural Studies)///Culture / Canon Wars,info3543,http://www.tau.ac.il/%7Erakefet/papers/rs-strat.htm,"Rakefat Sela-Sheffy (Tel Aviv U.), ""Strategies of Canonization: Manipulating the Idea of the Novel and the Intellectual Field in Eighteenth Century German Culture"" (1994)"
Cultural Studies///Special Topics (Cultural Studies)///Culture / Canon Wars,info3544,http://www.nyupress.nyu.edu/americansall.html,"Werner Sollors (Harvard U.), "" 'Of Plymouth Rock and Jamestown and Ellis Island'; or, Ethnic Literature and Some Redefinitions of 'America' """
Cultural Studies///Special Topics (Cultural Studies)///Culture / Canon Wars,info3525,http://www.ruf.rice.edu/~wamorris/Engl499.html,"(course) Wesley Morris (Rice U.), Studies in Literary Theory: Problems in the History of the Theory Canon"
Cultural Studies///Special Topics (Cultural Studies)///Culture / Canon Wars,info3545,http://www.geocities.com/Athens/Acropolis/6681/index.html,"The Western Canon (""the purpose of this site is to provide a single location where the Internet community can come and find links to the most important written works of western civilization"") (Paul John Barnette, Jr.)"
Cultural Studies///Special Topics (Cultural Studies)///Culture / Canon Wars,info3546,http://www.wtnet.ch/homepages/ben294/books.htm,"What Should You Read? Who Says So? (""The list below includes almost 900 recommendations found in a variety of sources identifying 'important' books"") (Alexander H. McIntire, Jr., U. Miami)"
Cultural Studies///Special Topics (Cultural Studies)///Fashion,info3550,http://www4.prossiga.br/pacc/estudosculturais/asp/SaidaCat.asp?cod=36&id=ing,"Fashion (Biblioteca Virtual De Estudos Culturais / Cultural Studies Virtual Library, Federal U., Rio de Janeiro, Brazil)"
Cultural Studies///Special Topics (Cultural Studies)///Fashion,info3551,http://www.ucet.ufl.edu/~tcox/Fashion.html,"Fashion (from the view of Baudrillard, Marx, Freud) (part of U. Florida Fetish project)"
"Cultural Studies///Special Topics (Cultural Studies)///Fashion///Joanne Finkelstein (Monash U.),",info3536,http://www.lib.latrobe.edu.au/AHR/emuse/Chic/rbarcan.html,"Ruth Barcan (U. Western Sydney), Response (1997)"
"Cultural Studies///Special Topics (Cultural Studies)///Fashion///Joanne Finkelstein (Monash U.),",info3537,http://www.lib.latrobe.edu.au/AHR/emuse/Chic/craik.html,"Jennifer Craik (Griffith U.), ""Chic to Chic"" (1997)"
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///Baby Boom Generation",info3515,http://www.boomernet.com/,Boomernet -- The Baby Boomers' Surfing Center (Terry Cochran)
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///Baby Boom Generation",info3549,http://www.census.gov/population/www/censusdata/censusdata.html,Selected 1990 Census Data (Relevant to Baby Boom Generation) (U. S. Census Bureau)
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///The Eighties",info3553,http://www.80s.com/,"The '80s Server (""Welcome to The 80s Server -- the ultimate trip back into our not-so-distant past"") (Metropolis Inc.)"
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///The Eighties",info3554,http://acm.org/~cgrosvenor/1980.html,"ChuckyG's Eighties Web Pages (Charles R. Grosvenor, Jr.)"
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///The Eighties",info3555,http://www.engl.virginia.edu/~enwr1016/index.html,Once Upon a Time in the Eighties: A Collaborative Hypertext (student project on the '80s for Matthew G. Kirschenbaum's course at U. Virginia; includes others '80s links)
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///Generation X",info3556,http://www.cs.caltech.edu/~adam/LEAD/harsh.html,"100 Harshest Facts About Our Future (list from Revolution X by Rob Nelson and Jon Cowan providing a Gen X view of the future) (Adam Rifkin, CalTech)"
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///Generation X",info3557,http://www.mindspring.com/~tag/,"The Alternative Group (""non-partisan political advocacy group for Generation X, supporting practical public policy that will have a profound impact on young Americans"")"
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///Generation X",info3558,http://www.hooked.net/users/barefoot/slacker.html,"Jim Connelly, Slacker (very witty, yet lackadaisical, series of personal vignette-meditations on Gen X)"
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///Generation X",info3559,http://www.cgx.com/,Conservative Generation X (Paul Colligan & Ehren Filippello)
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///Generation X",info3560,http://www.cs.caltech.edu/~adam/LEAD/deathx,"""Death of Generation X"" (""article on page 72 of June 1995's Details magazine, wherein Douglas Coupland commits Gen-X-cide"") (Adam Rifkin, CalTech)"
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///Generation X",info3561,http://www.empowerx.com/,"EmPower X!'s Online Empowerment Information Center (""non profit, educational organization dedicated to improving the quality of life for the members of Generation X"")"
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///Generation X",info3569,http://eserver.org/cultronix/martz/Free.time.html,"Laura Martz, ""Free Time! Ludicity and the Anti-work Ethic"" (Situationist-inspired essay taking a ""ludic"" approach to the work/slack problem) (Cultronix)"
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///Generation X",info3572,http://members.aol.com/genxcoal/info-36.htm,"""The Romantic Slacker"" (""Sorry, but placing most of these people into a mold of defiant rebel is bullshit. What they are are pathetic wastes of humanity"") (Kiefer)"
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///Generation X",info3573,http://www.rand.org/publications/RB/RB8012/RB8012.html,"""When Do They Settle Down?: Young People in the U.S. Labor Market"" (1995) (RAND research brief summarizing research by Jacob Klerman and Lynn Karoly)"
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)///The Sixties",info3548,http://jefferson.village.virginia.edu/sixties/,The Sixties Project (history and culture of the '60s) (Kali Tal)
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)",info3552,http://www.thirdage.com/,"ThirdAge (site with news, resources, chat, etc. for ""third agers,"" those in ""the new, extended period of active adulthood which starts in the early 50s"") (Third Age Media, Inc.)"
"Cultural Studies///Special Topics (Cultural Studies)///Generation Wars (Baby Boomer, Eighties, Gen-X Pages,   Etc.)",info3514,http://www.timepage.org/,The Time Page: Cycles in American History (Bill Murray)
Cultural Studies///Special Topics (Cultural Studies)///Globalism,info3574,http://www.probe.org/docs/global.html,"Kerby Anderson (Probe Ministries International), ""Globalism and Foreign Policy"" (""We must challenge the goals and vision of globalists. In an effort to unite all peoples under a one-world government, one-world economic system, and one-world religion, globalists will attack the traditional family, the Christian church, and the American government"") (Probe Ministries International)"
Cultural Studies///Special Topics (Cultural Studies)///Globalism,info3567,http://www.carfax.co.uk/gsj-ad.htm,Global Society: Journal ofInterdisciplinary International Relations (tables of content only)
Cultural Studies///Special Topics (Cultural Studies)///Globalism,info3576,http://www.english.co.uk/newsletter/gen.html,"The Global English Newsletter (info about newsletter offering ""a means of keeping up-to-date with the key developments connected with English as a global language""; includes news on such items as ""changes in government policy in countries around the world, the lat"
Cultural Studies///Special Topics (Cultural Studies)///Globalism,info3577,http://jefferson.village.virginia.edu/~spoons/global/,"(conference) Globalization From Below: Contingency and Contestation in Historical Perspective (Feb. 5-8, 1998, Duke U.)"
Cultural Studies///Special Topics (Cultural Studies)///Globalism,info3583,http://jefferson.village.virginia.edu/~spoons/global/,"(conference) Globalization From Below: Contingency and Contestation in Historical Perspective (Feb. 5-8, 1998, Duke U.)"
Cultural Studies///Special Topics (Cultural Studies)///Globalism,info3568,http://www.humanities.mcmaster.ca/~global/global.htm,Institute on Globalization and the Human Condition (includes online working papers on globalization) (McMaster U.)
Cultural Studies///Special Topics (Cultural Studies)///Globalism,info3581,http://eserver.org/clogic/1-1/larsen.html,"Neil Larsen, ""Poverties of Nation: The Ends of the Earth, 'Monetary Subjects without Money,' and Postcolonial Theory"" (1997)  (critique of the recent intellectual fetishization of ""globalism,"" ""post-nationalism,"" ""hybridity,"" ""migrancy,"" ""diaspora,"" etc. that takes as its negative allegory Robert D. Kaplan's, The Ends of the Earth: A Journey at the Dawn of the Twenty First Century; ""[the book] makes for a macabre demonstration of how the mythical underside of the postnational bonds as readily with new hybrids of eco-fascism as it does with postcolonialism or poststructuralism"")"
Cultural Studies///Special Topics (Cultural Studies)///Globalism,info3584,http://www.yorku.ca/faculty/academic/isin/symposiu.htm,"(conference) Rights to the City: Citizenship, Democracy and Cities in a Global Age -- An International Symposium (June 26-28, 1998, York U., Canada)"
Cultural Studies///Special Topics (Cultural Studies)///Globalism,info3585,http://fuentes.csh.udg.mx/CUCSH/Sincronia/Morett.html,"Miguel Agustín Romero Morett (U. Guadalajara), ""Antropovisión de la economía global"" (1996) (in Spanish) (Sincronia)"
Cultural Studies///Special Topics (Cultural Studies)///Globalism,info3578,http://web.inter.nl.net/users/Paul.Treanor/world.nation.html,"Paul Treanor, ""World-Nationalism: Normative Globalism as Pan-Nationalism"""
Cultural Studies///Special Topics (Cultural Studies)///Globalism,info3586,http://www.hartford-hwp.com/nerwha/docs/von_laue.html,"Theodore H. Von Laue (Clark U.), ""A World History for the Future"" (1994) (lecture in the field of ""world history"" that closes with discussion of contemporary globalism; especially concerned with the global role and responsibilities of Western culture: ""Westernization, now generally decultured and universal"
Cultural Studies///Special Topics (Cultural Studies)///Globalism,info3587,http://humanitas.ucsb.edu/users/raley/global-English.html,"What is Global English? (resources and annotated links for studying the fact that ""Global English"" ""has now come to stand in as a manufactured historical and cultural condition constituted in part by the supposition that language has made it possible to elid"
Cultural Studies///Special Topics (Cultural Studies)///Intellectuals & Knowledge Workers,info3093,http://www.lib.latrobe.edu.au/AHR/archive/Issue-August-1997/anderson.html,"Don Anderson (U. Sydney), ""Teachers, Intellectuals, Politics"" (""Surely one had a choice: merely to accept such interventionist restructuring of universities . . . or, on the other hand, to critique such New Statism""; extracted from longer piece published in 1995)"
Cultural Studies///Special Topics (Cultural Studies)///Intellectuals & Knowledge Workers,info3594,http://www.lib.latrobe.edu.au/AHR/current/issue/barcan.html,"Ruth Barcan, ""The Body of the (Humanities) Academic, or, 'What is an Academic' "" (extract) (1996) (""considers the academic body as a site of contesting discourses of professional practice"") (Australian Humanities Review)"
Cultural Studies///Special Topics (Cultural Studies)///Intellectuals & Knowledge Workers,info3579,http://humanitas.ucsb.edu/users/wager/biblio.html,"Bibliography of Writings on ""Intellectuals"" (Timothy J. Wager, U. California, Santa Barbara)"
Cultural Studies///Special Topics (Cultural Studies)///Intellectuals & Knowledge Workers,info3595,http://www.spc.uchicago.edu/ssr1/PRELIMS/Strat/stmisc1.html#GOULDNER,"Alvin Gouldner, The Future of Intellectuals and the Rise of the New Class (synopsis) (Society of Social Research Page, U. Chicago)"
Cultural Studies///Special Topics (Cultural Studies)///Intellectuals & Knowledge Workers,info3596,http://www.cni.org/docs/tsh/Lanham.html,"Richard A. Lanham (U. California Los Angeles), ""The Implications of Electronic Information for the Sociology of Knowledge"" (1993)"
Cultural Studies///Special Topics (Cultural Studies)///Intellectuals & Knowledge Workers,info3597,http://www.lib.latrobe.edu.au/AHR/archive/Issue-Sept-1996/mcqueen.html,"Humphrey McQueen, ""Professions of Power"" (extract) (1996) (""looks at the subservience of academics to the power of state and business"") (Australian Humanities Review)"
Cultural Studies///Special Topics (Cultural Studies)///Intellectuals & Knowledge Workers,info3598,http://www.english.upenn.edu/~afilreis/50s/ohmann.html,"Richard Ohmann, English in America: A Radical View of the Profession (1976) (excerpt) (excerpt on the New Criticism at the moment of the so-called ""end of ideology"" in mid-20th-century U.S. intellectual culture; ""Our dogma is academic freedom, which in practice means that you can think and write what you like, but as"
Cultural Studies///Special Topics (Cultural Studies)///Intellectuals & Knowledge Workers,info3580,http://www.cudenver.edu/~mryder/itc_data/soc_knowledge.html,"Sociology of Knowledge Page (Martin Ryder, U. Colorado, Denver)"
Cultural Studies///Special Topics (Cultural Studies)///Millennial Studies (The Year 2000 Fetish),info3589,http://www.mille.org/,Center for Millennial Studies
Cultural Studies///Special Topics (Cultural Studies)///Millennial Studies (The Year 2000 Fetish),info3599,http://www.everything2000.com/,Everything2000 (John Locher)
Cultural Studies///Special Topics (Cultural Studies)///Millennial Studies (The Year 2000 Fetish),info3600,http://darkwing.uoregon.edu/%7Erhoward/,Millennial Information Exchange (Rob and Ken Howard)
Cultural Studies///Special Topics (Cultural Studies)///Millennial Studies (The Year 2000 Fetish),info3601,http://www.channel1.com/mpr/,"Millennial Prophecy Report (""on-line newsletter devoted to news and analysis of millenarian trends, primarily in American society, but with global scope"") (Millennial Watch Institute)"
Cultural Studies///Special Topics (Cultural Studies)///Millennial Studies (The Year 2000 Fetish),info3590,http://www.millennaire.com/mstudies/minstu.htm,Millennium Institute
Cultural Studies///Special Topics (Cultural Studies)///Millennial Studies (The Year 2000 Fetish),info3602,http://www.tickticktick.com/,"Tick, Tick, Tick . . . Online, The Newsletter for Millennial Management (""discussion of the year 2000 as it affects computer programs"")"
Cultural Studies///Special Topics (Cultural Studies)///Millennial Studies (The Year 2000 Fetish),info3591,http://www.year2000.com/links.html,Year 2000 Related Links
Cultural Studies///Special Topics (Cultural Studies)///The Sokal Controversy,info3593,http://www.soz.uni-hannover.de/isoz/SOKAL/FISHOPED.HTM,"Stanley Fish (Duke U.), ""Professor Sokal's Bad Joke"" (Fish's New York Times Op-Ed piece)"
Cultural Studies///Special Topics (Cultural Studies)///The Sokal Controversy,info3606,http://www.geocities.com/CapitolHill/1848/fuller.htm,"Steve Fuller (U. Durham), ""PostMortem: Post vs. Postmodern (The Sokal Affair)"""
Cultural Studies///Special Topics (Cultural Studies)///The Sokal Controversy,info3592,http://www.nyu.edu/pubs/socialtext//sokal.html,Social Text's Editorial Response to Sokal's Lingua Franca Essay
Cultural Studies///Special Topics (Cultural Studies)///The Sokal Controversy,info3603,http://www.keele.ac.uk/depts/stt/stt/sokal.htm,"The Sokal Affair (info and links relating to the 1996 controversy over a ""hoax"" cultural-studies essay by a physicist) (Centre for Social Theory and Technology, Keele U.)"
Cultural Studies///Special Topics (Cultural Studies)///The Sokal Controversy///Alan D. Sokal (New York U.),info3605,http://www.physics.nyu.edu/faculty/sokal/lingua_franca_v4/lingua_franca_v4.html,"A Physicist Experiments With Cultural Studies (article by Sokal in Lingua Franca unveiling the fact that his essay on ""Transgressing the Boundaries"" in Social Text was a parody: ""So, to test the prevailing intellectual standards, I decided to try a modest (though"
Cultural Studies///Special Topics (Cultural Studies)///The Sokal Controversy///Alan D. Sokal (New York U.),info3604,http://www.physics.nyu.edu/faculty/sokal/transgress_v2/transgress_v2_singlefile.html,"""Trangressing the Boundaries: Towards a Transformative Hermeneutics of Quantum Gravity"" (Social Text, 1996)"
Cultural Studies///Courses & Programs  (Cultural Studies)///Courses,info3609,http://www.mcmaster.ca/socscidocs/4T3_95.htm,"Carl Cuneo (McMaster U.), Trade Unions and Gender"
Cultural Studies///Courses & Programs  (Cultural Studies)///Courses,info3610,http://www.english.upenn.edu/~afilreis/50s/home.html,"Al Filreis (U. Penn), The Literature & Culture of the American 1950s (includes many online resources)"
Cultural Studies///Courses & Programs  (Cultural Studies)///Courses///Cindy Fuchs (George Mason U.),info3612,http://mason.gmu.edu/~cfuchs/qunsyl.htm,"50ft Queenies (""course examines current gendered and sexed identities as they are produced, resisted, and negotiated through and as popular media imagery, primarily in the U.S."")"
Cultural Studies///Courses & Programs  (Cultural Studies)///Courses///Cindy Fuchs (George Mason U.),info3611,http://mason.gmu.edu/~cfuchs/black.htm,Black Popular Cultures
Cultural Studies///Courses & Programs  (Cultural Studies)///Courses///Cindy Fuchs (George Mason U.),info3613,http://mason.gmu.edu/~cfuchs/rock.htm,Rock and Rap
Cultural Studies///Courses & Programs  (Cultural Studies)///Courses///Cindy Fuchs (George Mason U.),info3614,http://mason.gmu.edu/~cfuchs/tab.htm,Tabloid Culture
Cultural Studies///Courses & Programs  (Cultural Studies)///Courses,info3615,http://www.uu.edu/personal/lgivens/refer6.htm,"Lytle Givens (Union U., Tennessee), History of Social Thought"
Cultural Studies///Courses & Programs  (Cultural Studies)///Courses,info3617,http://www.cwrl.utexas.edu/~contests/,"Barbara Harlow, Bret Benjamin, Mary Harvan (U. Texas, Austin), Literary Contexts and Contests (""Through active--and activist--readings of these texts, and participatory writing, our own project will be to investigate the cultural arguments that literary works can instigate and the conflicts that they just as often resolve and/or exacerb"
Cultural Studies///Courses & Programs  (Cultural Studies)///Courses,info3616,http://www.anotherscene.com/outthere/fcampus.html,"Earl Jackson, Jr. (U. California, Santa Cruz), ""Fantasy Campus"" (Courses in Comparative Literature & Cultural Studies)"
Cultural Studies///Courses & Programs  (Cultural Studies)///Courses,info3618,http://www.sscnet.ucla.edu/soc/faculty/kollock/classes/cyberspace/index.htm,"Peter Kollock, Marc Smith (UCLA), The Sociology of Cyberspace"
Cultural Studies///Courses & Programs  (Cultural Studies)///Courses,info3619,http://humanitas.ucsb.edu/users/raley/vitae/EN190.html,"Rita Raley (U. California, Santa Barbara), ""Third World / Postcolonial Literary Studies"""
Cultural Studies///Courses & Programs  (Cultural Studies)///Courses,info3620,http://www.bradley.edu/las/soc/syl/391/index.html,"Leonardo Salamini and Jim Brazell (Bradley U.), The Sociology of Cyberspace"
Cultural Studies///Courses & Programs  (Cultural Studies)///General Course & Program Resources,info3607,http://www.popcultures.com/programs.htm,Cultural Studies Academic Courses & Programs (Sarah Zupko)
Cultural Studies///Courses & Programs  (Cultural Studies)///General Course & Program Resources,info3608,http://www.sociosite.net/courses.php,Sociology Courses (SocioSite / Albert Benschop)
Cultural Studies///Courses & Programs  (Cultural Studies)///Programs,info3621,http://www.let.uva.nl/~asca/,"Amsterdam School for Cultural Analysis, Theory and Interpretation (temporarily unavailable)"
Cultural Studies///Courses & Programs  (Cultural Studies)///Programs,info3622,http://web.gmu.edu/departments/cultural/,George Mason U. Cultural Studies Program
Cultural Studies///Courses & Programs  (Cultural Studies)///Programs,info3623,http://www.georgetown.edu/grad/CCT/,"Georgetown U. Communication, Culture, and Technology Program"
Cultural Studies///Courses & Programs  (Cultural Studies)///Programs,info3629,http://www.ifk.or.at/ifk/,"Internationales Forschungszentrum Kulturwissenschaften (International Research Center for Cultural Studies), Vienna (""a transnationally oriented research institute, founded by the Austrian government to promote interdisciplinary research and postgraduate training in the humanities and cultural studies"")"
Cultural Studies///Courses & Programs  (Cultural Studies)///Programs,info3624,http://www.tau.ac.il:81/tarbut/,Tel Aviv U. Unit for Culture Research
Cultural Studies///Journals & Zines (Cultural Studies),info3632,http://www.uc.pt/ciberkiosk/,"Ciberkiosk: Livros, Artes, Espectáculos, Sociedade (Portuguese online journal; in Portuguese)"
Cultural Studies///Journals & Zines (Cultural Studies),info3634,http://www.arts.monash.edu.au/others/colloquy/,"Colloquy: Text,Theory, Critique (online ""interdisciplinary work by Australian postgraduates"")"
Cultural Studies///Journals & Zines (Cultural Studies),info3635,http://www.u-bourgogne.fr/ITL/cwt.htm,"Commonwealth Essays and Studies (""critical studies concerning post-colonial literatures in English"")"
Cultural Studies///Journals & Zines (Cultural Studies),info3636,http://kali.murdoch.edu.au/~cntinuum/continuum2.html,"Continuum: The Australian Journal of Media and Culture (""thematically based cultural studies journal. The primary focus of the journal is upon screen media; but our understanding of 'media' also includes publishing, broadcasting and public exhibitionary media such as museums and sites"")"
Cultural Studies///Journals & Zines (Cultural Studies),info3637,http://www.ctheory.com,CTHEORY
Cultural Studies///Journals & Zines (Cultural Studies),info3638,http://dynamics.rug.ac.be/,Cultural Dynamics
Cultural Studies///Journals & Zines (Cultural Studies),info3639,http://eserver.org/clogic/,Cultural Logic: An Electronic Journal of Marxist Theory & Practice
Cultural Studies///Journals & Zines (Cultural Studies),info3625,http://www.popcultures.com/journals.htm,Cultural Studies Journals / Archives (Sarah Zupko's Cultural Studies Center)
Cultural Studies///Journals & Zines (Cultural Studies),info3640,http://www.nyhumanities.org/,"culturefront (site of the New York Council for the Humanities and its quarterly magazine offering ""news and a variety of views on the production, interpretation, and politics of culture""; issues have a thematic focus--e.g., ""The Heroic and the Horrific,"" ""Catholics in America,"" ""Visualizing History,"" ""The New Immigrants"") (New York Council for the Humanities)"
Cultural Studies///Journals & Zines (Cultural Studies),info3626,http://culturemachine.tees.ac.uk,Culture Machine
Cultural Studies///Journals & Zines (Cultural Studies),info3641,http://www.uta.edu/huma/enculturation/,"Enculturation: An Electric Journal for Cultural Studies and Theory (Graduate Humanities Dept., U. Texas at Arlington)"
Cultural Studies///Journals & Zines (Cultural Studies),info3642,http://www.mindspring.com/~impact-press/,Impact (contemporary U.S. socio-political issues; online articles)
Cultural Studies///Journals & Zines (Cultural Studies),info3627,http://wolf.its.ilstu.edu/injustice/,Injustice Studies: An On-Line Journal (refereed)
Cultural Studies///Journals & Zines (Cultural Studies),info3648,http://csf.colorado.edu/jwsr/,"Journal of World-Systems Research (""electronic journal dedicated to scholarly research on the modern world-system and earlier, smaller intersocietal networks . . . interdisciplinary in focus"")"
Cultural Studies///Journals & Zines (Cultural Studies),info3644,http://152.1.96.5/jouvert/index.htm,Jouvert: A Journal of Postcolonial Studies (North Carolina State U.)
Cultural Studies///Journals & Zines (Cultural Studies),info3643,http://www.yorku.ca/org/spot/jspot/,"J_Spot: Journal of Social and Political Thought (online journal covering ""intersections between theory, politics and political action, aesthetics, cultural criticism, and social and economic justice"")"
Cultural Studies///Journals & Zines (Cultural Studies),info3645,http://www.derechos.org/koaga/main.htm,Ko'aga Rone'eta: A Journal of Human Rights (Equipo Nizkor / Derechos Human Rights)
Cultural Studies///Journals & Zines (Cultural Studies),info3646,http://www.arts.uwa.edu.au/HistoryWWW/limina/index.html,"Limina: A Journal of History and Cultural Studies (History Dept., U. Western Australia)"
Cultural Studies///Journals & Zines (Cultural Studies),info3649,http://members.aol.com/MeierAvila/index.html,"Literary Witches (""postmodernism, avant-pop, reconstruction, hypertext, transgendered experimentation, multiculturalism, literary theory, feminism, postfeminism and c/lit culture ezine"")"
Cultural Studies///Journals & Zines (Cultural Studies),info3647,http://dept.english.upenn.edu/~ov/,"Other Voices (online peer-reviewed journal of cultural criticism) (Vance Bell, et al., U. Penn.)"
Cultural Studies///Journals & Zines (Cultural Studies),info3630,http://www4.prossiga.br/pacc/estudosculturais/asp/SaidaCat.asp?cod=22&id=port,Periodicals (in Portugese) (
Cultural Studies///Journals & Zines (Cultural Studies),info3650,http://www.duke.edu/%7Eas1/pg/polygraph.html,"Polygraph: An International Journal of Culture & Politics  (""peer-reviewed interdisciplinary journal affiliated with the Literature Program of Duke U. . . . edited and produced by a collective of humanities graduate students"")"
Cultural Studies///Journals & Zines (Cultural Studies),info3651,http://jefferson.village.Virginia.EDU/pmc/contents.all.html,"Postmodern Culture (Note: as of 1997 this online journal [including most back issues] is issued through the Johns Hopkins U. Press ""Project Muse""; it is now accessible only to users at subscribing institutions)"
Cultural Studies///Journals & Zines (Cultural Studies),info3628,gopher://gopher.uchicago.edu/11/uscholarly/public.culture,Public Culture (includes article abstracts)
Cultural Studies///Journals & Zines (Cultural Studies),info16491,http://www.reconstruction.ws/,Reconstruction: A Cultural Studies Community
Cultural Studies///Journals & Zines (Cultural Studies),info3652,http://violet.berkeley.edu:7000/home.html,Representations (tables of contents plus some online excerpts and introductions to special issues)
Cultural Studies///Journals & Zines (Cultural Studies),info3653,http://www.retroactive.com/,"Retro: The Magazine of Classic 20th Century Popular Culture (motto: ""anything that was ever cool"")"
Cultural Studies///Journals & Zines (Cultural Studies),info3654,http://www.csu.edu.au/research/crsr/ruralsoc.htm,"Rural Society: A Quarterly Journal of Rural Social Issues (Centre for Rural Social Research, Charles Sturt U., Australia)"
Cultural Studies///Journals & Zines (Cultural Studies),info3655,http://fuentes.csh.udg.mx/CUCSH/Sincronia/index.html,Sincronia: A Journal of Cultural Studies for Latin America (articles variously in Spanish and English)
Cultural Studies///Journals & Zines (Cultural Studies),info3631,http://www.sociosite.net/journals.php,Sociology Electronic Journals (SocioSite / Albert Benschop)
Cultural Studies///Journals & Zines (Cultural Studies),info3656,http://www.carleton.ca/space/,"Space and Culture: The Journal (""reflections on a wide range of socio-spatial arenas such as the home, architecture, urbanism and geopolitics. We encourage the application of contemporary theoretical debates in cultural studies, discourse analysis, post-colonialism to resear"
Cultural Studies///Journals & Zines (Cultural Studies),info3657,http://www.mtsu.edu/~english/spcind.htm,"Studies in Popular Culture (online articles) (Michael Dunne and Sara Lewis Dunne, Middle Tennessee State U.)"
Cultural Studies///Journals & Zines (Cultural Studies),info3658,http://www.suitcase.net/,"Suitcase: A Journal of Transcultural Traffic (""Founded in 1995 to monitor world culture on the move, Suitcase carries the work of established and emergent writers and artists from over thirty odd nations, paying special attention to the intersections of culture and human rights&quo"
Cultural Studies///Journals & Zines (Cultural Studies),info3659,http://darkwing.uoregon.edu/~ucurrent/home.html,Undercurrent: An Online Journal for the Analysis of the Present (Erick Heroux)
Cultural Studies///Listservs & Newsgroups (Cultural Studies),info3673,gopher://lists.village.Virginia.EDU:70/11/pubs/listservs/spoons/bourdieu.archive,Bourdieu List Archive (Spoons Collective)
Cultural Studies///Listservs & Newsgroups (Cultural Studies),info3662,http://www4.prossiga.br/pacc/estudosculturais/asp/SaidaCat.asp?cod=15&id=port,Chats and Moos (in Portugese) (
